participantId,trialId,trialOrder,responseId,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash
"64076a3038b0c42eba7bcfb2","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"64076a3038b0c42eba7bcfb2","introduction","0","prolificId","completed","undefined","undefined","100.00","undefined","undefined","Please enter your Prolific ID (without any spaces):","64076a3038b0c42eba7bcfb2","undefined","undefined","undefined","2025-04-15T04:05:31.598Z","2025-04-15T04:05:34.072Z","2474","2474","427b97003a77ed14a977b062ce0e221dc2cae55d2d6ee24e3b891f6448a25cf4"
"64076a3038b0c42eba7bcfb2","consent","1","consentApproval","completed","undefined","undefined","100.00","undefined","undefined","Do you consent to the study and wish to continue?","Accept","undefined","undefined","undefined","2025-04-15T04:05:34.195Z","2025-04-15T04:05:40.363Z","6168","6168","427b97003a77ed14a977b062ce0e221dc2cae55d2d6ee24e3b891f6448a25cf4"
"64076a3038b0c42eba7bcfb2","calibration","3","pixelsPerMM","completed","undefined","undefined","100.00","undefined","undefined","Calibration results","3.7294117647058824","undefined","undefined","undefined","2025-04-15T04:05:47.326Z","2025-04-15T04:06:17.891Z","30565","30565","427b97003a77ed14a977b062ce0e221dc2cae55d2d6ee24e3b891f6448a25cf4"
"64076a3038b0c42eba7bcfb2","distance calibration","4","dist-calibration-MM","completed","undefined","undefined","100.00","undefined","undefined","Distance Calibration results in MM","490.5330315994179","undefined","undefined","undefined","2025-04-15T04:06:18.031Z","2025-04-15T04:06:41.219Z","23188","23188","427b97003a77ed14a977b062ce0e221dc2cae55d2d6ee24e3b891f6448a25cf4"
"64076a3038b0c42eba7bcfb2","distance calibration","4","dist-calibration-CM","completed","undefined","undefined","100.00","undefined","undefined","Distance Calibration results in CM","49.05330315994179","undefined","undefined","undefined","2025-04-15T04:06:18.031Z","2025-04-15T04:06:41.219Z","23188","23188","427b97003a77ed14a977b062ce0e221dc2cae55d2d6ee24e3b891f6448a25cf4"
"64076a3038b0c42eba7bcfb2","distance calibration","4","ball-positions","completed","undefined","undefined","100.00","undefined","undefined","Position of balls in pixels","[736,746,750,756,746]","undefined","undefined","undefined","2025-04-15T04:06:18.031Z","2025-04-15T04:06:41.219Z","23188","23188","427b97003a77ed14a977b062ce0e221dc2cae55d2d6ee24e3b891f6448a25cf4"
"64076a3038b0c42eba7bcfb2","task1_train_1","8","location-x","completed","undefined","undefined","100.00","undefined","Click on the slider to initialize a starting point. 

 Use the slider to position the ball along the curve, such that the vertical dotted line divides the area under the curve into two equal halves. 

 Fine-tune your selection by using the left ← and right → arrow keys.","The x-axis location of your click","0.18","undefined","undefined","undefined","2025-04-15T04:07:03.101Z","2025-04-15T04:07:10.753Z","7652","7652","427b97003a77ed14a977b062ce0e221dc2cae55d2d6ee24e3b891f6448a25cf4"
"64076a3038b0c42eba7bcfb2","task1_train_1","8","location-y","completed","undefined","undefined","100.00","undefined","Click on the slider to initialize a starting point. 

 Use the slider to position the ball along the curve, such that the vertical dotted line divides the area under the curve into two equal halves. 

 Fine-tune your selection by using the left ← and right → arrow keys.","The y-axis location of your click","0.3536292135769457","undefined","undefined","undefined","2025-04-15T04:07:03.101Z","2025-04-15T04:07:10.753Z","7652","7652","427b97003a77ed14a977b062ce0e221dc2cae55d2d6ee24e3b891f6448a25cf4"
"64076a3038b0c42eba7bcfb2","task1_train_1","8","pixel-x","completed","undefined","undefined","100.00","undefined","Click on the slider to initialize a starting point. 

 Use the slider to position the ball along the curve, such that the vertical dotted line divides the area under the curve into two equal halves. 

 Fine-tune your selection by using the left ← and right → arrow keys.","The Pixel x-axis location of your click","327.13000000000005","undefined","undefined","undefined","2025-04-15T04:07:03.101Z","2025-04-15T04:07:10.753Z","7652","7652","427b97003a77ed14a977b062ce0e221dc2cae55d2d6ee24e3b891f6448a25cf4"
"64076a3038b0c42eba7bcfb2","task1_train_1","8","pixel-y","completed","undefined","undefined","100.00","undefined","Click on the slider to initialize a starting point. 

 Use the slider to position the ball along the curve, such that the vertical dotted line divides the area under the curve into two equal halves. 

 Fine-tune your selection by using the left ← and right → arrow keys.","The y-axis location of your click","270.31646063710645","undefined","undefined","undefined","2025-04-15T04:07:03.101Z","2025-04-15T04:07:10.753Z","7652","7652","427b97003a77ed14a977b062ce0e221dc2cae55d2d6ee24e3b891f6448a25cf4"
