participantId,trialId,trialOrder,responseId,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash
"67f9736009c0ccdd5034f448","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"67f9736009c0ccdd5034f448","introduction","0","prolificId","completed","undefined","undefined","100.00","undefined","undefined","Please enter your Prolific ID (without any spaces):","67f9736009c0ccdd5034f448","undefined","undefined","undefined","2025-04-16T02:17:13.414Z","2025-04-16T02:19:22.224Z","128810","126569","2c27413069079b7d6302b20e0e788a7295f191d4ce3585d0c9eb2a67ba73fcf0"
"67f9736009c0ccdd5034f448","consent","1","consentApproval","completed","undefined","undefined","100.00","undefined","undefined","Do you consent to the study and wish to continue?","Accept","undefined","undefined","undefined","2025-04-16T02:19:22.310Z","2025-04-16T02:19:31.045Z","8735","8735","2c27413069079b7d6302b20e0e788a7295f191d4ce3585d0c9eb2a67ba73fcf0"
"67f9736009c0ccdd5034f448","calibration","3","pixelsPerMM","completed","undefined","undefined","100.00","undefined","undefined","Calibration results","5.882352941176471","undefined","undefined","undefined","2025-04-16T02:20:06.891Z","2025-04-16T02:21:16.763Z","69872","69872","2c27413069079b7d6302b20e0e788a7295f191d4ce3585d0c9eb2a67ba73fcf0"
"67f9736009c0ccdd5034f448","distance calibration","4","dist-calibration-MM","completed","undefined","undefined","100.00","undefined","undefined","Distance Calibration results in MM","564.2148888764203","undefined","undefined","undefined","2025-04-16T02:21:16.953Z","2025-04-16T02:22:07.324Z","50371","50371","2c27413069079b7d6302b20e0e788a7295f191d4ce3585d0c9eb2a67ba73fcf0"
"67f9736009c0ccdd5034f448","distance calibration","4","dist-calibration-CM","completed","undefined","undefined","100.00","undefined","undefined","Distance Calibration results in CM","56.421488887642035","undefined","undefined","undefined","2025-04-16T02:21:16.953Z","2025-04-16T02:22:07.324Z","50371","50371","2c27413069079b7d6302b20e0e788a7295f191d4ce3585d0c9eb2a67ba73fcf0"
"67f9736009c0ccdd5034f448","distance calibration","4","ball-positions","completed","undefined","undefined","100.00","undefined","undefined","Position of balls in pixels","[594.0000610351562,630.0000610351562,646.0000610351562,644.0000610351562,652.0000610351562]","undefined","undefined","undefined","2025-04-16T02:21:16.953Z","2025-04-16T02:22:07.324Z","50371","50371","2c27413069079b7d6302b20e0e788a7295f191d4ce3585d0c9eb2a67ba73fcf0"
"67f9736009c0ccdd5034f448","task2_train_1","8","location-x","completed","undefined","undefined","100.00","undefined","Click on the slider to initialize your selection. 

 Drag the slider to move the ball along the curve to its highest position. 

 The ball will rise/fall with the curve --- position it at the peak. Use left ← and right → arrow keys to fine-tune.","The x-axis location of your click","-0.01","undefined","undefined","undefined","2025-04-16T02:22:42.226Z","2025-04-16T02:23:24.561Z","42335","42335","2c27413069079b7d6302b20e0e788a7295f191d4ce3585d0c9eb2a67ba73fcf0"
"67f9736009c0ccdd5034f448","task2_train_1","8","location-y","completed","undefined","undefined","100.00","undefined","Click on the slider to initialize your selection. 

 Drag the slider to move the ball along the curve to its highest position. 

 The ball will rise/fall with the curve --- position it at the peak. Use left ← and right → arrow keys to fine-tune.","The y-axis location of your click","0.41527620923406044","undefined","undefined","undefined","2025-04-16T02:22:42.226Z","2025-04-16T02:23:24.561Z","42335","42335","2c27413069079b7d6302b20e0e788a7295f191d4ce3585d0c9eb2a67ba73fcf0"
"67f9736009c0ccdd5034f448","task2_train_1","8","pixel-x","completed","undefined","undefined","100.00","undefined","Click on the slider to initialize your selection. 

 Drag the slider to move the ball along the curve to its highest position. 

 The ball will rise/fall with the curve --- position it at the peak. Use left ← and right → arrow keys to fine-tune.","The Pixel x-axis location of your click","316.96500000000003","undefined","undefined","undefined","2025-04-16T02:22:42.226Z","2025-04-16T02:23:24.561Z","42335","42335","2c27413069079b7d6302b20e0e788a7295f191d4ce3585d0c9eb2a67ba73fcf0"
